locale,service_url,primary_keyword,secondary_keywords,schema_type,canonical,internal_links,content_requirements,priority_score,service_mapping,service_slug,city_slug
ko-kr,https://nrlc.ai/ko-kr/services/chatgpt-optimization/oldham/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/ko-kr/services/chatgpt-optimization/oldham/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,chatgpt-optimization,oldham
ko-kr,https://nrlc.ai/ko-kr/services/conversion-optimization-ai/glasgow/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/ko-kr/services/conversion-optimization-ai/glasgow/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,conversion-optimization-ai,glasgow
en-gb,https://nrlc.ai/en-gb/services/agentic-seo/huddersfield/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/en-gb/services/agentic-seo/huddersfield/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,agentic-seo,huddersfield
en-gb,https://nrlc.ai/en-gb/services/b2b-seo-ai/baltimore/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/b2b-seo-ai/baltimore/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,b2b-seo-ai,baltimore
en-gb,https://nrlc.ai/en-gb/services/local-seo-ai/omaha/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/local-seo-ai/omaha/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,local-seo-ai,omaha
en-gb,https://nrlc.ai/en-gb/services/semantic-seo-ai/kansas-city/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/semantic-seo-ai/kansas-city/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,semantic-seo-ai,kansas-city
es-es,https://nrlc.ai/es-es/services/local-seo-ai/kingston/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/es-es/services/local-seo-ai/kingston/,"/es-es/services/crawl-clarity/ | /es-es/services/json-ld-strategy/ | /es-es/services/llm-seeding/ | /es-es/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,local-seo-ai,kingston
de-de,https://nrlc.ai/de-de/services/ai-search-optimization/seattle/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/de-de/services/ai-search-optimization/seattle/,"/de-de/services/crawl-clarity/ | /de-de/services/json-ld-strategy/ | /de-de/services/llm-seeding/ | /de-de/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,ai-search-optimization,seattle
en-gb,https://nrlc.ai/en-gb/services/semantic-seo-ai/oldham/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/semantic-seo-ai/oldham/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,semantic-seo-ai,oldham
ko-kr,https://nrlc.ai/ko-kr/services/generative-seo/coventry/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/ko-kr/services/generative-seo/coventry/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,generative-seo,coventry
fr-fr,https://nrlc.ai/fr-fr/services/conversational-seo-ai/san-jose/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/fr-fr/services/conversational-seo-ai/san-jose/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,conversational-seo-ai,san-jose
fr-fr,https://nrlc.ai/fr-fr/services/featured-snippets-ai/southend-on-sea/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/fr-fr/services/featured-snippets-ai/southend-on-sea/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,featured-snippets-ai,southend-on-sea
ko-kr,https://nrlc.ai/ko-kr/services/mobile-seo-ai/stockport/,"mobile seo services chicago",,Service,https://nrlc.ai/ko-kr/services/mobile-seo-ai/stockport/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'mobile seo services chicago' in H1 and first paragraph",3,mobile_ai_seo,mobile-seo-ai,stockport
en-gb,https://nrlc.ai/en-gb/services/llm-optimization/birmingham/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/en-gb/services/llm-optimization/birmingham/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,llm-optimization,birmingham
en-gb,https://nrlc.ai/en-gb/services/personalization-ai/northampton/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/personalization-ai/northampton/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,personalization-ai,northampton
ko-kr,https://nrlc.ai/ko-kr/services/multimodal-seo-ai/oklahoma-city/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/ko-kr/services/multimodal-seo-ai/oklahoma-city/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,multimodal-seo-ai,oklahoma-city
de-de,https://nrlc.ai/de-de/services/ai-search-optimization/raleigh/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/de-de/services/ai-search-optimization/raleigh/,"/de-de/services/crawl-clarity/ | /de-de/services/json-ld-strategy/ | /de-de/services/llm-seeding/ | /de-de/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,ai-search-optimization,raleigh
en-us,https://nrlc.ai/services/ecommerce-ai-seo/peterborough/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/ecommerce-ai-seo/peterborough/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,ecommerce-ai-seo,peterborough
